Resraurant_id,meals,rest_adress,rest_coord,rub_max,rub_min
id_72,['Dinner'],"Neumuehlequai 42, Zurich 8006 Switzerland","['47.3824383', '8.5406434']",3727.0,1824.0
id_14973,['Dinner'],"Westfield Stratford City World Food Court, First Floor World Food Court, First Floor, Westfield Stratford City, London E20 1ES England","['51.543472', '-0.00614595']",no_info,no_info
id_1076,no_info,"Ratuszowa 20, Warsaw 03-453 Poland","['52.2602226', '21.0357398']",959.0,192.0
id_2763,"['Lunch', 'Dinner']","Calle Embajadores 41 Puesto 61, dentro del Mercado de San Fernando, 28012 Madrid Spain","['40.4077339', '-3.7036534']",no_info,no_info
id_2108,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_10057,no_info,"79 boulevard de Belleville 11ème Arr., 75011 Paris France","['48.8716425', '2.3769562']",no_info,no_info
id_8349,"['Breakfast', 'Dinner']","Calle de Maria Teresa Saenz de Heredia 50, 28017 Madrid Spain","['40.4257382', '-3.6505811']",no_info,no_info
id_1841,no_info,"Oeresundsvej 148C Amager, Copenhagen 2300 Denmark","['55.6618059', '12.6293474']",no_info,no_info
id_2006,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1327,no_info,"Nagy Lajos kiraly utja 143. Situated just near the corner of Nagy Lajos with Bosnyak Ter, very close to the tram stop, Budapest 1149 Hungary","['47.5195648', '19.1117239']",no_info,no_info
id_2434,"['Lunch', 'Dinner']","4 rue Passet, 69007 Lyon France","['45.7549132', '4.8406104']",no_info,no_info
id_2427,"['Dinner', 'Lunch']","Via Pietro Giordani 12, 00145 Rome Italy","['41.8548245', '12.4787609']",no_info,no_info
id_2045,no_info,"Calle Gutierre de Cetina 107, 28017 Madrid Spain","['40.4281986', '-3.6397087']",1494.0,703.0
id_5842,['Late Night'],"Via Pasinetti 4 20141, Milan Italy","['45.4370748', '9.1996124']",no_info,no_info
id_5209,no_info,"Via Flaminia 53a, 00196 Rome Italy","['41.9139187', '12.4747818']",3075.0,879.0
id_11291,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_3131,no_info,"Via Giovanni Battista Torti 1, 20123 Milan Italy","['45.4577733', '9.1774303']",no_info,no_info
id_2711,no_info,"Calle Juanelo 11 Esquina Travesia de la Encomienda, 28012 Madrid Spain","['40.4112346', '-3.7054731']",1054.0,264.0
id_5459,no_info,"20 rue de la Verrerie, 75004 Paris France","['48.8573944', '2.3547866']",3234.0,2131.0
id_164,['Lunch'],"Ballindamm 40, 20095 Hamburg Germany","['53.5513987', '9.9960714']",no_info,no_info
id_9924,no_info,"15 rue du Depart, 75014 Paris France","['48.842526', '2.3237937']",no_info,no_info
id_2192,"['Dinner', 'Lunch']","Rua Uniao Piedense 43B, Almada 2805-248 Portugal","['38.6670656', '-9.1568341']",no_info,no_info
id_11945,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","12 Toynbee Street, London E1 7NE England","['51.5179168', '-0.0746179']",no_info,no_info
id_8460,no_info,"Avenida Monforte de Lemos 193 C.C. Vaguada, 28035 Madrid Spain","['40.47792475', '-3.71364815']",1318.0,791.0
id_75,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","Rue des Eperonniers 34, Brussels 1000 Belgium","['50.8455011', '4.3537087']",2284.0,1054.0
id_2098,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","Carders 35, 08003 Barcelona Spain","['41.3870821', '2.180335']",no_info,no_info
id_1048,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1907,"['Lunch', 'Dinner']","63 Kobmagergade, Copenhagen Denmark","['55.681859', '12.5745039']",no_info,no_info
id_10142,"['Lunch', 'Dinner']","The Old Sub Station 129 Acton Lane, London NW10 8UR England","['51.5369296', '-0.2562125']",no_info,no_info
id_9231,"['Lunch', 'Dinner']","86 rue Didot, 75014 Paris France","['48.8288375', '2.31572']",no_info,no_info
id_279,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","Santry, Old Airport Road, Santry D09 PP63 Ireland","['53.4183431', '-6.2519781']",no_info,no_info
id_155,"['Lunch', 'Dinner']","Lange Leidsedwarsstraat 45, 1017 NG Amsterdam The Netherlands","['52.3640146', '4.8846737']",no_info,no_info
id_2622,"['Breakfast', 'Lunch', 'Dinner']","Thamova, 132/28, Prague Czech Republic","['50.093481', '14.4520507']",no_info,no_info
id_1585,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_5510,"['Breakfast', 'Lunch', 'Dinner']","Calle Bolsa 12, 28012 Madrid Spain","['40.4151056', '-3.705021']",no_info,no_info
id_547,"['Dinner', 'Lunch', 'Late Night']","Via Giuseppe Broggi 17, 20129 Milan Italy","['45.4773541', '9.2121925']",no_info,no_info
id_10032,"['Lunch', 'Dinner']","17, rue de la Republique, Paris France","['48.8530495', '2.4225038']",no_info,no_info
id_8755,no_info,"3 Park Street Borough Market, London W1K 7HD England","['51.5054504', '-0.090963']",no_info,no_info
id_1620,"['Breakfast', 'Lunch', 'Dinner']","Sniadeckich 12, Warsaw 01-999 Poland","['52.2211961', '21.0142699']",no_info,no_info
id_3662,"['Lunch', 'Dinner']","C/ Tallers 14	Barcelona, 08001 El Raval, 08001 Barcelona Spain","['56.06574185', '60.9751473']",no_info,no_info
id_150,no_info,"Oktober 6 St. 19, Budapest 1051 Hungary","['47.501887', '19.05089']",879.0,176.0
id_52,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","32 Pembroke Street Lower, Dublin Ireland","['53.336947', '-6.2517414']",3895.0,955.0
id_1981,no_info,"Bartok Bela ut 43-47., Budapest 1114 Hungary","['47.4783729', '19.0485951']",no_info,no_info
id_533,"['Lunch', 'Dinner', 'Late Night']","Elisabets, 9, 08001 Barcelona Spain","['41.383355', '2.1686467']",no_info,no_info
id_2068,no_info,"Casanova, 238, 08036 Barcelona Spain","['41.3931104', '2.1491491']",10731.0,1837.0
id_8648,"['Breakfast', 'Lunch', 'Drinks', 'Brunch']","216 rue Saint Maur Lula Lifestyle Shop, 75010 Paris France","['48.8735099', '2.3706517']",no_info,no_info
id_2273,"['Lunch', 'Dinner', 'Late Night']","22 rue de Trevise, 75009 Paris France","['48.8739274', '2.3454604']",13744.0,6835.0
id_643,no_info,"Kirkeveien 69 Majorstuen, Oslo 0364 Norway","['59.9302391', '10.7199702']",no_info,no_info
id_851,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_793,no_info,"30 Richmond Street South Portebello, Dublin D02 VY88 Ireland","['53.330579', '-6.2641661']",2197.0,264.0
id_6029,no_info,"Viale Papiniano 41, 20123 Milan Italy","['45.457993', '9.170356']",no_info,no_info
id_7122,"['Late Night', 'Drinks']","106 Kensington High Street W8 4PT, London W8 5BD England","['51.501261', '-0.1929556']",no_info,no_info
id_1247,no_info,"Manor St. Dublin 7 Stoneybatter, Dublin Ireland","['53.35183045', '-6.2833328']",no_info,no_info
id_887,"['Dinner', 'Lunch']","Calcada do Combro 87 Barrio Alto, Lisbon 1200-111 Portugal","['38.7109529', '-9.1477073']",no_info,no_info
id_773,"['Lunch', 'Dinner', 'Late Night']","Van Woustraat 127/129, 1074 AH Amsterdam The Netherlands","['52.3532951', '4.9027171']",no_info,no_info
id_6025,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","Calle Raimundo Fernandez Villaverde 52, 28003 Madrid Spain","['40.4461757', '-3.695468']",527.0,264.0
id_35,"['Lunch', 'Dinner', 'Late Night']","Belgrad rakpart 16., Budapest 1056 Hungary","['47.4889828', '19.0542328']",no_info,no_info
id_13815,"['Drinks', 'Lunch', 'Dinner']","11 Queens Head Passage Paternoster Square, London EC4M 7DZ England","['51.5149182', '-0.0985997']",2052.0,615.0
id_1012,['Lunch'],"Siltasaarenkatu 12 00530, Helsinki 00530 Finland","['60.1785054', '24.9494394']",no_info,no_info
id_361,"['Lunch', 'Dinner', 'Drinks']","Piazza Vescovio 16, 00199 Rome Italy","['41.9328988', '12.5125943']",no_info,no_info
id_3670,"['Lunch', 'Dinner']","Schlossstr. 101, 12163 Berlin Germany","['52.4595433', '13.3236253']",no_info,no_info
id_2171,no_info,"Chausseestr. 116, 10115 Berlin Germany","['52.5300273', '13.3834134']",1757.0,439.0
id_1461,no_info,"Viale Premuda 11, 20129 Milan Italy","['45.464787', '9.20714']",2197.0,615.0
id_1482,"['Breakfast', 'Lunch', 'Brunch']","Bos en Lommerweg 72, 1055 EC Amsterdam The Netherlands","['52.3825902', '4.855279']",no_info,no_info
id_1365,no_info,"Militaerstrasse 109, Zurich 8004 Switzerland","['47.3791774', '8.5283846']",1764.0,1396.0
id_8,no_info,"Fridtjof Nansens Plass 7 Beliggende i borggården bak rådhuset, Oslo 0160 Norway","['59.91268405', '10.7344951']",2572.0,1470.0
id_1018,"['Dinner', 'Lunch']","Uccle, Brussels Belgium","['50.79030505', '4.36230495']",no_info,no_info
id_499,"['Lunch', 'Dinner']","8 rue Saint Jerome, 69007 Lyon France","['45.7500685', '4.8442514']",no_info,no_info
id_1466,"['Breakfast', 'Lunch', 'Dinner']","Siebensterngasse 46, Vienna 1070 Austria","['48.2030153', '16.3510446']",no_info,no_info
id_7814,"['Lunch', 'Breakfast']","47-50 Margaret Street, London W1W 8SD England","['51.5163714', '-0.1417262']",no_info,no_info
id_689,"['Dinner', 'Lunch']","Wipplingerstrasse 21, Vienna 1010 Austria","['48.2125191', '16.3686172']",no_info,no_info
id_1721,no_info,"Waverley Railway Station, Opposite Ticket Office / Information Centre, Edinburgh EH1 1BB Scotland","['55.9517201', '-3.18940695']",no_info,no_info
id_3703,"['Lunch', 'Dinner', 'Late Night']","39 avenue des Champs Elysees, 75008 Paris France","['48.8701867', '2.3065355']",2940.0,2205.0
id_3412,"['Breakfast', 'Lunch', 'Dinner']","Sokolovska 2080, Prague Czech Republic","['50.0924158', '14.44606295']",no_info,no_info
id_538,"['Breakfast', 'Lunch', 'Dinner']","Lerchenfeldstr. 1a, 80538 Munich, Bavaria Germany","['48.1436046', '11.5889828']",no_info,no_info
id_1435,['Dinner'],"Nymphenburger Str. 33, 80335 Munich, Bavaria Germany","['48.1483266', '11.5525261']",no_info,no_info
id_1837,"['Dinner', 'Lunch']","Burgemeester Vening Meineszlaan 58, 1063 BD Amsterdam The Netherlands","['52.3829874', '4.8340943']",no_info,no_info
id_2904,no_info,"Gertrudplatz 2, Vienna 1180 Austria","['48.2255357', '16.3448927']",no_info,no_info
id_2040,"['Lunch', 'Dinner']","Calle de Carlos Caamano 3B, 28016 Madrid Spain","['40.4642676', '-3.6700285']",no_info,no_info
id_1409,"['Dinner', 'Lunch', 'Drinks']","14 Street Pozsonyi, Budapest 1137 Hungary","['47.5160467', '19.0497905']",551227.0,110245.0
id_197,"['Lunch', 'Dinner', 'Late Night']","6, Rue des Marroniers, 69002 Lyon France","['45.7571731', '4.8346226']",2197.0,1757.0
id_3341,no_info,"Rua do Salitre 184, Lisbon 1250-204 Portugal","['38.7200436', '-9.1537276']",no_info,no_info
id_1940,['LunchDinner Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2926,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_8240,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2047,no_info,"Friendship 1518/2 Hostivar, Prague Czech Republic","[[], []]",1459.0,285.0
id_4591,"['Breakfast', 'Lunch', 'Brunch', 'Dinner']","Nordufer 10, 13353 Berlin Germany","['52.5399526', '13.3520263']",no_info,no_info
id_4278,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_5296,['Dinner'],"Via Licinio Murena 20/22, 00175 Rome Italy","['41.8621751', '12.5551864']",no_info,no_info
id_5,"['Lunch', 'Dinner', 'Late Night']","place du Petit-Saconnex 6, Geneva 1209 Switzerland","['46.2232589', '6.1276499']",no_info,no_info
id_6011,"['Lunch', 'Dinner']","Calle Pensamiento 16, 28020 Madrid Spain","['40.4592306', '-3.6974671']",no_info,no_info
id_678,no_info,"Calle de Goya 25, 28290 Las Rozas Spain","['40.547734', '-3.890824']",1837.0,735.0
id_886,"['Lunch', 'Dinner']","Rybna Brana C.8, Bratislava 811 07 Slovakia","['48.1532413', '17.11909695']",no_info,no_info
id_4633,"['Dinner', 'Lunch']","84 rue du Faubourg Saint Denis, 75010 Paris France","['48.8738316', '2.3551828']",no_info,no_info
id_3436,no_info,"Balmes 470 08022 Barcelona, 08022 Barcelona Spain","['41.41013', '2.13747']",2636.0,879.0
id_1508,no_info,"34 rue Saint Jean, 69005 Lyon France","['45.7628829', '4.8277099']",no_info,no_info
id_11602,"['Lunch', 'Dinner']","30 Argyll Street 5th Floor, London W1F 7EB England","['51.5142235', '-0.1409397']",no_info,no_info
id_2769,no_info,"Via Palermo 5, 20121 Milan Italy","['45.4752045', '9.1857067']",1617.0,882.0
id_4116,"['Lunch', 'Dinner']","Via Luigi Cislaghi 8, 20128 Milan Italy","['45.5120769', '9.2264046']",no_info,no_info
id_198,no_info,"Dufourstrasse 1 8008 Zürich, Zurich 8008 Switzerland","['47.3645394', '8.5474443']",10804.0,2719.0
id_3015,no_info,"Viale di Tor di Quinto 35 bis, 00191 Rome Italy","['41.9377861', '12.4704723']",3013.0,1176.0
id_1655,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2858,no_info,"Me London Hotel 336-337 The Strand, London WC2R 1HA England","['51.5119534', '-0.11861605']",3077.0,1539.0
id_2423,no_info,"Via Principe Amedeo, 4 A, Rome Italy","['41.9006674', '12.4974436']",7350.0,735.0
id_10343,"['Lunch', 'Dinner']","8 rue de Castellane, 75008 Paris France","['48.8724094', '2.3251739']",no_info,no_info
id_8449,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks', 'Late Night']","Calle de Victoria 4, 28012 Madrid Spain","['40.4162424', '-3.7017361']",3515.0,527.0
id_9009,no_info,"26 rue Chapon, 75003 Paris France","['48.8637738', '2.3556081']",no_info,no_info
id_1251,"['Lunch', 'Breakfast', 'Brunch']","24 Haymarket Terrace, Edinburgh EH12 5JZ Scotland","['55.9460106', '-3.2199429']",no_info,no_info
id_7472,"['Lunch', 'Breakfast', 'Dinner']","22 avenue Claude Vellefaux, 75010 Paris France","['48.8734552', '2.3704036']",no_info,no_info
id_6583,"['Breakfast', 'Lunch', 'Brunch']","190 Fentiman Road, London SW8 1QY England","['51.4825848', '-0.1233028']",no_info,no_info
id_873,"['Breakfast', 'Lunch', 'Dinner']","Vysoka 14, Bratislava 811 06 Slovakia","['48.1486728', '17.1103777']",no_info,no_info
id_270,no_info,"Rynek Starego Miasta 10, Warsaw 00-272 Poland","['52.2498017', '21.0125855']",1900.0,365.0
id_237,no_info,"Sturegatan 19, Stockholm 114 36 Sweden","['59.3417881', '18.0769789']",3675.0,1470.0
id_4653,"['Drinks', 'Lunch', 'Dinner']","Calle Huertas 55, 28014 Madrid Spain","['40.4132679', '-3.6965778']",2636.0,1054.0
id_820,['Lunch'],"Largo Beato Placido Riccardi 4 incrocio con via Corinto, 00146 Rome Italy","['41.85578255', '12.4765759']",no_info,no_info
id_1722,['Dinner'],"Tibet Restaurant Suelldorfer Landstr. 230, 22589 Hamburg Germany","['53.5807313', '9.7919943']",1494.0,351.0
id_86,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2044,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_4157,no_info,"Via Alberto da Giussano 64/F, 00176 Rome Italy","['41.8892738', '12.5345085']",2636.0,879.0
id_14612,['Dinner'],"112 Upper Street, London N1 1QN England","['51.5381384', '-0.1027524']",no_info,no_info
id_5080,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_4505,"['Lunch', 'Brunch', 'Drinks']","17 rue Quincampoix, 75004 Paris France","['48.8598746', '2.3497635']",879.0,264.0
id_8121,['Late Night'],"Plaza Emperador Carlos V 8, 28012 Madrid Spain","['40.4084654', '-3.693189']",no_info,no_info
id_4429,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_4110,"['Breakfast', 'Lunch', 'Dinner']","Calle Espronceda 34, 28003 Madrid Spain","['40.4403981', '-3.6949632']",no_info,no_info
id_746,"['Lunch', 'Dinner', 'Late Night']","Avenida 24 de Julho 50 Mercado da Ribeira - Time Out Market, Lisbon 1200-868 Portugal","['38.7070745', '-9.1459173']",no_info,no_info
id_229,no_info,"Suomenlinna B 13, Helsinki 00190 Finland","['60.1458949', '24.98636905']",2197.0,879.0
id_810,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_14996,"['Breakfast', 'Lunch']","2 Warrington Crescent, London W9 1ER England","['51.524329', '-0.1847285']",no_info,no_info
id_5206,no_info,"calle Flandes 9, 08018 Barcelona Spain","['41.408427', '2.1894595']",no_info,no_info
id_4519,"['Lunch', 'Dinner', 'Late Night']","28-29 Gerrard Street, London W1D 6JW England","['51.5114303', '-0.131596']",no_info,no_info
id_252,['Breakfast'],"Moskovska 1, Bratislava 811 08 Slovakia","['48.1517553', '17.1208903']",no_info,no_info
id_8993,['Lunch'],"77 rue de Javel, 75015 Paris France","['48.8446504', '2.2843596']",no_info,no_info
id_1280,no_info,"Sjobjornsvagen 11, Stockholm 11 767 Sweden","['59.3165458', '18.0082769']",no_info,no_info
id_770,no_info,"Rua Sacadura Cabral 104, Porto 4050-529 Portugal","['41.1555817', '-8.6203746']",879.0,439.0
id_2458,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_719,"['Dinner', 'Late Night']","Wartburgstr. 54, 10823 Berlin Germany","['52.4873451', '13.3520295']",no_info,no_info
id_1945,"['Lunch', 'Dinner', 'Drinks']","Donau-City-Strasse 7 DC Tower, Vienna 1220 Austria","['48.2318506', '16.4128713']",1323.0,220.0
id_3501,no_info,"Lehrter Str. 48 B, 10557 Berlin Germany","['52.53524', '13.35774']",no_info,no_info
id_1141,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_318,no_info,"Grabrødretorv 9 København K, Copenhagen 1154 Denmark","['55.679743', '12.57614']",3545.0,591.0
id_1370,no_info,"Rue Joseph Coosemans 42, Schaerbeek, Brussels 1030 Belgium","['50.8544827', '4.3873859']",no_info,no_info
id_697,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_211,"['Lunch', 'Dinner', 'Late Night']","Carrer d'Arago, 36, 08015 Barcelona Spain","['41.3807852', '2.1500591']",1837.0,882.0
id_8305,"['Lunch', 'Dinner']","8 rue Mederic, 75017 Paris France","['48.880389', '2.3031045']",no_info,no_info
id_1539,no_info,"Rue Stevin 132, Brussels 1000 Belgium","['50.8447277', '4.3816991']",3515.0,1318.0
id_11299,"['Lunch', 'Breakfast', 'Dinner', 'Drinks']","41 rue de Courcelles, 75008 Paris France","['48.8757452', '2.3081936']",no_info,no_info
id_249,['Dinner'],"Gornji trg 38, Ljubljana 1000 Slovenia","['46.045508', '14.50911']",no_info,no_info
id_1976,"['Lunch', 'Dinner', 'Late Night']","4 boulevard Saint Denis, 75010 Paris France","['48.8693661', '2.3552984']",2197.0,1757.0
id_3233,"['Lunch', 'Dinner']","Viale Dei Parioli 184, 00197 Rome Italy","['41.9291965', '12.4861641']",no_info,no_info
id_3803,"['Dinner', 'Lunch']","47 Deptford Broadway, London SE8 4PH England","['51.4746706', '-0.0252932']",no_info,no_info
id_2044,"['Lunch', 'Dinner']","Csengery Utca 6, Budapest 1074 Hungary","['47.5021246', '19.0704816']",no_info,no_info
id_4073,"['Lunch', 'Dinner', 'Drinks']","Mandri 34, 08022 Barcelona Spain","['41.4033445', '2.1340915']",1757.0,1318.0
id_1856,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_13850,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1773,"['Dinner', 'Lunch']","Kinkerstraat 122, 1053 ED Amsterdam The Netherlands","['52.366773', '4.8699903']",no_info,no_info
id_482,['Dinner'],"Maridalsveien 154, Oslo 0461 Norway","['59.9376411', '10.7560714']",no_info,no_info
id_5023,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_3552,no_info,"Rua Vitor Cordon 37 3 Esquire, Lisbon 1200-482 Portugal","['38.7079107', '-9.141838']",no_info,no_info
id_13563,"['Lunch', 'Dinner']","75 Springbank Road, London SE13 6SS England","['51.4495994', '6.164E-4']",no_info,no_info
id_3566,no_info,"Torstr. 169-171, 10115 Berlin Germany","['52.52924', '13.39512']",no_info,no_info
id_10665,"['Lunch', 'Dinner']","Kingsbury Road, London England","['51.5839878', '-0.2650256']",no_info,no_info
id_2660,no_info,"Avenida Monasterio de El Escorial 30, 28049 Madrid Spain","['40.5040451', '-3.7038993']",no_info,no_info
id_2681,"['Breakfast', 'Lunch', 'Dinner']","Rua Dom Pedro V, Lisbon Portugal","['38.715763', '-9.1463043']",no_info,no_info
id_2847,no_info,"Rua Castelo Picao 13, Lisbon 1100-125 Portugal","['38.7117466', '-9.1295228']",no_info,no_info
id_3053,"['Lunch', 'Dinner', 'Drinks']","Via Pietro Manzi 1/3 Corner Viale Trastevere, 00153 Rome Italy","['41.9838638', '12.12885365']",no_info,no_info
id_2137,no_info,"Rua Saraiva de Carvalho 59, Lisbon 1250-242 Portugal","['38.7162802', '-9.1617071']",no_info,no_info
id_529,no_info,"Via Giuseppe Ripamonti 21, 20136 Milan Italy","['45.4480317', '9.1977731']",5272.0,1142.0
id_412,no_info,"Via di San Francesco a Ripa 56, 00153 Rome Italy","['41.8863144', '12.4725551']",2636.0,1757.0
id_1151,"['Late Night', 'Drinks']","Via Carlo Vittadini 6 Incrocio via Bligny, 20136 Milan Italy","['45.4503488', '9.1938846']",no_info,no_info
id_8,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","Mestni trg 4, Ljubljana 1000 Slovenia","['46.0495376', '14.5066979']",no_info,no_info
id_7672,"['Dinner', 'Lunch']","49 rue de l Arbre Sec, 75001 Paris France","['48.8612915', '2.3423152']",no_info,no_info
id_1524,"['Lunch', 'Dinner']","Athinadorou 23 Plateia Ious, k. Petralona, Athens 11853 Greece","['37.9673752', '23.705919']",no_info,no_info
id_984,"['Lunch', 'Dinner', 'Late Night']","Knightsbridge Green, London SW1X 7QL England","['51.5011962', '-0.1624277']",no_info,no_info
id_636,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_2491,no_info,"Via di San Francesco a Ripa 29, 00153 Rome Italy","['41.8870495', '12.4719821']",1406.0,264.0
id_16034,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_1475,"['Lunch', 'Dinner']","236 King Street, London W6 0RF England","['51.4933974', '-0.2370398']",5129.0,2052.0
id_72,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
id_7996,['BreakfastBrunchLunchDinner Breakfast  Brunch  Lunch  Dinner '],no_info,"['70.0732779', '24.26608125']",no_info,no_info
